,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
MOF531,2.7225,22.704,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161,3.8252,8.1744,11.6328,0.0,-7.16,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.32,1.62,6.84,112.975,214.455,328.0456,273.2808,1496.0,2136.0,4512.0,4128.0,14.0,30.0,44.0,36.0,74.0,174.0,228.0,168.0,9.8506,20.6206,32.2612,27.1016,11.8336,8.772,20.6056,17.7504,64.0,48.0,112.0,256.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.4892,28.09,59.89,87.98,205.64,0.0,0.89,0.89,1.72,0.0,2.0,2.0,-16.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.58,0.0,-6.0,-6.0,-28.2,6.6564,13.158,26.4708,30.9858,256.0,192.0,704.0,608.0,1.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,1.0404,1.5708,3.6516,3.315,376.36,438.44,1191.16,801.22,0.0,0.06,0.06,-1.69,0.0,20.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.5,0.5,0.83,0.0,16.2,16.2,36.3
MOF532,2.7225,22.704,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161,3.8252,8.1744,11.6328,0.0,-7.16,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.32,1.62,6.84,112.975,214.455,328.0456,273.2808,1496.0,2136.0,4512.0,4128.0,14.0,30.0,44.0,36.0,74.0,174.0,228.0,168.0,9.8506,20.6206,32.2612,27.1016,11.8336,8.772,20.6056,17.7504,64.0,48.0,112.0,256.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.4892,28.09,59.89,87.98,205.64,0.0,0.89,0.89,1.72,0.0,2.0,2.0,-16.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.58,0.0,-6.0,-6.0,-28.2,6.6564,13.158,26.4708,30.9858,256.0,192.0,704.0,608.0,1.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,1.0404,1.5708,3.6516,3.315,376.36,438.44,1191.16,801.22,0.0,0.06,0.06,-1.69,0.0,20.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.5,0.5,0.83,0.0,16.2,16.2,36.3
MOF535,3.6481,32.088,29.223,63.9086,784.0,1092.0,1008.0,1960.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.4641,4.4407,5.5902,10.0188,0.0,-7.25,-3.84,-10.54,0.0,101.0,132.0,266.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.38,2.64,6.24,240.0085,495.7965,785.9954,991.188,1099.0,2364.0,3572.0,4028.0,36.5,77.0,122.0,162.0,199.0,501.0,738.0,880.0,16.2748,39.1545,59.3746,72.6374,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,2.406666667,12.92,25.84,48.13333333,130.6666667,224.0,448.0,522.6666667,0.666666667,2.666666667,5.333333333,10.66666667,10.66666667,32.0,64.0,85.33333333,0.897066667,2.381866667,4.763733333,7.0528,927.5266667,1123.973333,2247.946667,3144.561083,0.0,-1.733333333,-3.466666667,-5.066666667,0.0,21.33333333,42.66666667,112.0,0.0,0.0,0.0,0.0,0.0,2.666666667,5.333333333,21.33333333,0.0,1.04,2.08,6.293333333,0.0,69.33333333,138.6666667,313.56208
MOF536,3.61,31.92,38.76,81.624,841.0,1131.0,1392.0,2436.0,1.0,5.0,8.0,16.0,25.0,65.0,140.0,240.0,1.9044,5.0646,8.5008,14.5728,0.0,-7.3,-5.2,-12.56,0.0,106.0,184.0,380.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,32.0,0.0,3.23,4.88,11.52,376.1185,1129.6245,2072.3454,2701.582,1543.0,5268.0,7920.0,9404.0,60.5,177.0,338.0,454.0,723.0,2957.0,4026.0,4492.0,25.0324,90.9909,150.3282,184.4306,10.9696,16.184,32.9904,34.89333333,59.0,88.0,140.0,151.3333333,1.0,2.0,4.0,4.333333333,6.0,23.33333333,30.66666667,25.33333333,0.542766667,1.144733333,1.87,2.061433333,36.98,151.42,214.6168187,232.050152,0.0,1.246666667,2.366666667,3.656666667,0.0,2.666666667,10.66666667,13.66666667,0.0,0.0,0.0,0.0,0.0,-1.333333333,1.333333333,-7.0,0.0,-0.053333333,0.453333333,0.393333333,0.0,-9.2,-5.342813333,-13.44281333,2.406666667,12.92,51.68,96.26666667,130.6666667,224.0,896.0,1045.333333,0.666666667,2.666666667,10.66666667,21.33333333,10.66666667,53.33333333,213.3333333,256.0,0.897066667,2.381866667,9.527466667,14.1056,927.5266667,1123.973333,4495.893333,6289.122165,0.0,-1.733333333,-6.933333333,-10.13333333,0.0,21.33333333,85.33333333,224.0,0.0,0.0,0.0,0.0,0.0,-2.666666667,-10.66666667,21.33333333,0.0,1.04,4.16,12.58666667,0.0,69.33333333,277.3333333,627.12416
MOF538,2.4025,29.016,27.745,80.51475,625.0,1087.5,2387.5,2925.0,1.0,5.5,8.0,17.0,30.5,80.5,168.0,223.0,1.9321,5.59475,10.7169,17.0831,0.0,-10.195,-5.5,-25.595,0.0,94.0,104.5,308.0,0.0,0.0,0.0,0.0,0.0,16.0,13.5,53.0,0.0,3.62,3.41,11.34,122.55444,232.1418,357.30192,412.0496,1510.8,1348.8,2097.6,2427.2,16.8,34.0,51.2,61.6,85.2,205.2,275.2,272.0,8.49792,17.92868,25.91456,28.8396,11.5456,9.52,21.52497778,17.94222222,62.33333333,52.0,110.4444444,91.55555556,1.0,1.111111111,2.222222222,2.111111111,1.333333333,4.0,5.333333333,6.444444444,0.536188889,0.627977778,1.163333333,1.125122222,31.05333333,71.81777778,104.1983587,123.1739142,0.0,0.9,1.086666667,1.823333333,0.0,2.0,3.333333333,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.777777778,-3.444444444,0.0,-0.04,0.044444444,0.011111111,0.0,-6.2,-5.557135556,-10.45713556,7.788088889,6.709333333,13.41866667,25.91644444,1088.888889,186.6666667,373.3333333,591.1111111,0.888888889,0.888888889,1.777777778,3.555555556,0.888888889,2.666666667,5.333333333,8.888888889,1.1552,0.780266667,1.560533333,2.715733333,392.0,210.9333333,421.8666667,716.93272,0.0,0.364444444,0.728888889,1.768888889,0.0,25.77777778,51.55555556,107.5555556,0.0,0.0,0.0,0.0,0.0,-1.777777778,-3.555555556,-5.333333333,0.0,0.328888889,0.657777778,1.671111111,0.0,8.622222222,17.24444444,40.52701333
MOF540,2.976925,25.2996,26.35425,43.91085,1957.0,1402.5,1548.0,2142.0,1.0,4.5,6.0,9.0,21.0,48.0,81.0,99.0,1.995325,4.67445,6.52575,8.7081,0.0,-7.215,-4.965,-10.5,0.0,150.0,222.0,315.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,21.0,0.0,3.03,3.855,6.51,103.1701,182.427,276.7816,246.2998,535.0,948.0,1390.0,1240.0,12.0,24.0,34.0,30.0,58.0,132.0,164.0,130.0,6.358,13.244,18.2266,15.8838,10.9696,11.016,24.21493333,22.37546667,59.0,60.0,121.3333333,120.6666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.666666667,6.666666667,0.542766667,0.759733333,1.395,1.297233333,36.98,95.67333333,143.7708713,120.0933333,0.0,0.92,1.2,0.756666667,0.0,2.0,4.0,1.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.666666667,-1.666666667,0.0,-0.04,0.086666667,-0.033333333,0.0,-6.6,-5.635703333,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF541,3.2599,27.0024,27.6165,46.8759,1983.0,1426.5,1566.0,2184.0,1.0,4.5,6.0,9.0,21.0,48.0,81.0,99.0,1.9092,4.5321,6.3756,8.4156,0.0,-6.72,-4.47,-9.51,0.0,153.0,225.0,321.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,21.0,0.0,2.835,3.66,6.12,103.1701,182.427,276.7816,246.2998,535.0,948.0,1390.0,1240.0,12.0,24.0,34.0,30.0,58.0,132.0,164.0,130.0,6.358,13.244,18.2266,15.8838,10.9696,11.016,24.21493333,22.37546667,59.0,60.0,121.3333333,120.6666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.666666667,6.666666667,0.542766667,0.759733333,1.395,1.297233333,36.98,95.67333333,143.7708713,120.0933333,0.0,0.92,1.2,0.756666667,0.0,2.0,4.0,1.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.666666667,-1.666666667,0.0,-0.04,0.086666667,-0.033333333,0.0,-6.6,-5.635703333,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF542,3.056925,25.8156,26.73675,44.80935,2025.75,1462.5,1593.0,2247.0,1.0,4.5,6.0,9.0,21.0,48.0,81.0,99.0,1.941325,4.58685,6.43335,8.5281,0.0,-7.065,-4.815,-10.2,0.0,157.5,229.5,330.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,21.0,0.0,2.91,3.735,6.27,103.1701,182.427,276.7816,246.2998,535.0,948.0,1390.0,1240.0,12.0,24.0,34.0,30.0,58.0,132.0,164.0,130.0,6.358,13.244,18.2266,15.8838,10.9696,11.016,24.21493333,22.37546667,59.0,60.0,121.3333333,120.6666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.666666667,6.666666667,0.542766667,0.759733333,1.395,1.297233333,36.98,95.67333333,143.7708713,120.0933333,0.0,0.92,1.2,0.756666667,0.0,2.0,4.0,1.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.666666667,-1.666666667,0.0,-0.04,0.086666667,-0.033333333,0.0,-6.6,-5.635703333,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF543,2.805325,24.0612,25.43625,41.75445,1836.75,1246.5,1431.0,1869.0,1.0,4.5,6.0,9.0,21.0,48.0,81.0,99.0,1.995325,4.67445,6.52575,8.7081,0.0,-7.575,-5.325,-11.22,0.0,130.5,202.5,276.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,21.0,0.0,3.03,3.855,6.51,103.1701,182.427,276.7816,246.2998,535.0,948.0,1390.0,1240.0,12.0,24.0,34.0,30.0,58.0,132.0,164.0,130.0,6.358,13.244,18.2266,15.8838,10.9696,11.016,24.21493333,22.37546667,59.0,60.0,121.3333333,120.6666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.666666667,6.666666667,0.542766667,0.759733333,1.395,1.297233333,36.98,95.67333333,143.7708713,120.0933333,0.0,0.92,1.2,0.756666667,0.0,2.0,4.0,1.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.666666667,-1.666666667,0.0,-0.04,0.086666667,-0.033333333,0.0,-6.6,-5.635703333,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF544,3.5344,39.9594,35.814,113.8152,729.0,1316.25,3240.0,3462.75,1.0,6.0,8.25,20.25,36.0,94.5,207.0,279.0,1.5876,5.4999,10.0926,17.58645,0.0,-9.975,-3.54,-22.47,0.0,113.25,102.75,418.5,0.0,0.0,0.0,0.0,0.0,20.25,15.0,75.0,0.0,3.195,2.385,11.5575,260.1061,565.08,884.2376,1064.978,1093.0,2460.0,3524.0,3716.0,40.0,86.0,134.0,168.0,220.0,546.0,778.0,856.0,17.5464,42.6118,62.7622,71.284,10.2784,12.82152,27.05976,17.94,55.0,77.6,111.6,62.4,1.0,1.6,3.3,2.4,2.8,8.5,11.1,7.8,0.55066,0.93609,1.51437,1.01676,44.092,128.593,175.1881368,126.1291368,0.0,0.941,1.863,1.836,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,-2.1,-0.6,-0.6,0.0,-0.065,0.42,0.42,0.0,-7.89,-3.008532,-2.468532,6.46946,11.5212,22.16736,23.256,45.4,82.4,118.8,126.0,0.7,1.45,2.55,3.0,3.25,8.2,12.15,18.0,0.416165,0.87915,1.447935,1.7325,53.0785,126.049,170.2695,250.86,0.0,0.459,0.588,1.47,0.0,2.4,1.2,3.0,0.0,0.0,0.0,0.0,0.0,-0.75,-1.2,-3.0,0.0,0.0195,-0.024,-0.06,0.0,-2.565,-4.68,-11.7
MOF545,3.61,32.68,19.38,45.524,841.0,1160.0,696.0,1624.0,1.0,5.0,4.0,8.0,25.0,45.0,60.0,100.0,1.9044,5.037,4.2504,8.28,0.0,-7.7,-2.6,-8.76,0.0,105.0,92.0,176.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,20.0,0.0,3.25,2.44,5.04,202.0751,419.183,668.6376,799.692,902.0,1898.0,2874.0,2916.0,29.0,62.0,98.0,122.0,160.0,402.0,586.0,614.0,13.2453,31.4474,47.5162,52.7982,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,9.2416,18.848,32.4976,41.04,49.0,87.5,175.0,178.5,1.0,2.5,4.0,5.5,6.5,16.5,28.5,33.5,0.5625,1.29375,2.295,2.72625,54.76,183.916307,305.62,384.508921,0.0,1.4,1.47,3.22,0.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.15,-0.06,0.49,0.0,-6.353555,-11.7,-11.260665
MOF546,3.61,18.848,19.38,40.812,841.0,667.0,696.0,1218.0,1.0,3.0,4.0,8.0,9.0,21.0,36.0,48.0,1.9044,3.0498,4.2504,7.2864,0.0,-4.22,-2.6,-6.28,0.0,64.0,92.0,190.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.93,2.44,5.76,188.3032,379.491,604.1677333,727.286,810.0,1656.0,2385.333333,2456.0,27.33333333,56.66666667,89.33333333,113.3333333,146.0,360.6666667,510.6666667,560.0,11.9734,27.90993333,41.03213333,46.8796,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,5.6576,5.8344,13.24304,10.8936,30.5,31.8,60.2,59.4,0.5,0.7,1.5,1.3,1.3,4.2,5.5,6.9,0.26941,0.39809,0.72225,0.73843,16.712,49.042,73.6190456,89.722,0.0,0.503,0.839,0.957,0.0,1.1,3.5,2.1,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,-1.6,0.0,-0.022,0.13,-0.042,0.0,-3.57,-2.412844,-6.75
MOF547,2.8561,33.5296,38.9883,66.8226,2304.0,2208.0,4704.0,4032.0,1.0,6.0,9.0,14.0,36.0,96.0,180.0,192.0,2.1904,6.5416,11.248,14.4744,0.0,-9.7,-7.86,-15.88,0.0,242.0,334.0,588.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,52.0,0.0,4.46,5.72,10.94,295.1158,629.8712,996.4408,1223.417,1258.0,2762.0,4036.0,4232.0,44.0,94.0,148.0,190.0,242.0,608.0,888.0,998.0,19.342,46.555,69.526,80.3582,10.7968,12.06064,21.836,16.3024,58.0,65.2,106.4,77.2,1.0,1.4,2.4,2.0,2.2,5.8,8.0,6.8,0.54474,0.79326,1.224,1.01652,38.758,91.286,121.4810456,118.6570456,0.0,0.73,1.066,1.6,0.0,1.6,4.0,5.2,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6,-2.4,0.0,-0.032,0.12,0.096,0.0,-5.16,-4.002844,-7.602844,10.1056,18.428,38.16026667,44.35466667,54.0,100.0,186.6666667,162.6666667,1.0,2.333333333,4.666666667,6.0,6.333333333,19.0,31.33333333,34.0,0.552633333,1.342366667,2.465,2.654733333,45.87,187.2033333,311.055076,351.8536373,0.0,1.276666667,2.163333333,4.14,0.0,2.666666667,7.333333333,20.0,0.0,0.0,0.0,0.0,0.0,-0.666666667,1.333333333,4.0,0.0,-0.053333333,0.186666667,0.933333333,0.0,-9.8,-10.47140667,-6.685626667
MOF548,3.61,26.144,19.38,45.524,841.0,928.0,696.0,1624.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,80.0,1.9044,4.0296,4.2504,8.28,0.0,-6.16,-2.6,-8.76,0.0,84.0,92.0,176.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,2.6,2.44,5.04,205.1582,401.1254,624.4536,769.411,944.0,1856.0,2736.0,3022.0,28.0,58.0,90.0,116.0,148.0,366.0,522.0,596.0,13.0188,29.6174,43.9458,51.962,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,10.9696,16.52746667,18.90506667,21.67733333,59.0,88.66666667,102.6666667,108.3333333,1.0,1.666666667,2.0,2.666666667,3.666666667,7.0,8.666666667,14.0,0.542766667,0.9225,1.115,1.419466667,36.98,80.16666667,114.4,174.5908713,0.0,0.163333333,0.92,1.956666667,0.0,0.333333333,2.0,5.666666667,0.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,-2.0,0.0,-0.006666667,-0.04,0.053333333,0.0,-1.3,-6.6,-10.93570333
MOF549,3.61,31.16,33.915,70.243,841.0,1102.0,1218.0,2030.0,1.0,5.0,7.0,14.0,25.0,60.0,105.0,150.0,1.9044,5.0922,7.4382,12.5028,0.0,-6.9,-4.55,-10.37,0.0,107.0,161.0,336.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,40.0,0.0,3.21,4.27,10.26,175.0357,359.1982,550.7818,658.9915,742.0,1552.0,2164.0,2203.0,26.0,54.0,83.0,104.0,137.0,336.0,467.0,502.0,11.3138,26.4896,38.2519,42.746,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,5.5928,7.2943,9.6651,10.322,30.125,39.25,52.5,52.625,0.5,0.75,1.0,1.25,1.5,3.0,3.75,6.0,0.27015,0.4162,0.555,0.672825,17.37875,37.54875,53.8975,80.44407675,0.0,0.1725,0.45625,0.95625,0.0,0.375,1.0,2.625,0.0,0.0,0.0,0.0,0.0,-0.25,-0.75,-1.25,0.0,-0.0075,-0.02,0.01,0.0,-1.2375,-3.225,-5.60088875
MOF552,1.21,31.493,15.8015,44.7095,4225.0,4062.5,6110.0,9815.0,1.0,9.0,6.0,14.0,90.0,246.0,219.0,366.0,2.8224,10.5168,8.904,18.1104,0.0,-18.73,-7.765,-25.245,0.0,522.5,296.0,759.0,0.0,0.0,0.0,0.0,0.0,65.5,32.0,76.5,0.0,8.86,4.78,12.74,205.0217,401.8878,617.8748,727.464,1064.0,2028.0,3104.0,3444.0,23.0,50.0,74.0,92.0,130.0,326.0,434.0,522.0,12.0639,26.7898,39.0658,46.5524,10.62867273,15.07798182,26.19361818,24.54356364,57.54545455,82.18181818,139.5454545,128.3636364,1.0,1.727272727,2.727272727,2.818181818,3.727272727,9.818181818,11.0,13.72727273,0.5465,0.975463636,1.4878,1.535809091,48.62363636,116.7418182,147.333874,180.6425478,0.0,0.610909091,0.687272727,1.366363636,0.0,1.363636364,1.909090909,3.818181818,0.0,0.0,0.0,0.0,0.0,-1.090909091,-0.636363636,-2.090909091,0.0,-0.027272727,0.007272727,0.014545455,0.0,-4.172727273,-3.909737273,-7.655838182,10.9696,19.952,27.00133333,30.7616,59.0,96.0,136.3333333,156.0,1.0,2.0,2.666666667,3.333333333,4.666666667,10.33333333,14.33333333,17.66666667,0.542766667,1.002533333,1.3654,1.762266667,36.98,73.32922767,109.4808713,175.362561,0.0,0.28,0.606666667,1.793333333,0.0,2.0,2.666666667,5.333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.333333333,0.0,0.126666667,0.113333333,0.06,0.0,0.964296667,-1.635703333,-9.635703333
MOF553,1.21,32.197,22.979,38.632,4225.0,4420.0,3185.0,4810.0,1.0,9.0,8.0,13.0,81.0,198.0,216.0,279.0,2.8224,11.172,10.3152,15.2712,0.0,-19.37,-12.09,-20.82,0.0,517.0,471.0,771.0,0.0,0.0,0.0,0.0,0.0,59.0,48.0,86.0,0.0,8.47,7.3,12.75,246.232,465.2432,722.7848,877.715,1192.0,2258.0,3368.0,3584.0,32.0,66.0,100.0,126.0,166.0,404.0,560.0,598.0,15.696,34.8202,50.7404,58.6302,10.583556,12.75002,25.261576,19.45028,56.88,68.96,125.2,91.52,1.0,1.48,2.8,2.48,2.52,7.08,10.16,11.52,0.54714,0.83962,1.452952,1.279096,42.742,102.0652,160.4490456,169.043473,0.0,0.6232,1.0664,1.2368,0.0,1.36,3.92,4.64,0.0,0.0,0.0,0.0,0.0,-1.76,-1.12,-1.28,0.0,-0.0272,0.1216,0.1472,0.0,-4.44,-4.482844,-4.8994128,6.06336,11.7648,9.38464,8.8768,32.4,63.0,50.8,36.4,0.6,1.2,1.0,1.2,2.8,4.4,4.0,5.6,0.33158,0.666,0.55966,0.573,27.522,59.052,61.408,80.2370456,0.0,-0.062,0.294,0.728,0.0,-0.2,0.6,3.2,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,-0.4,0.0,0.004,-0.012,0.136,0.0,0.06,-2.34,-1.962844
