,O_2 C_R,O_2 Zr8f4,C_R C_R,C_R H_,C_3 C_3,C_3 F_,C_3 C_R,O_R C_R,H_ O_3_f,Ni4+2 N_3,Ni4+2 N_R,Ni4+2 O_2,Ni4+2 O_R,O_R C_3,N_3 C_2,N_3 C_3,N_R C_R,C_2 H_,C_2 C_2,C_2 C_R,C_2 C_3,C_3 H_,H_ Ni4+2,Eu8f4 O_2,Eu8f4 O_R,Eu8f4 Eu8f4,Eu8f4 C_R,Eu8f4 N_R,O_2 H_,Tb8f4 O_2,Tb8f4 O_R,Tb8f4 Tb8f4,Tb8f4 C_R,Tb8f4 N_R,N_R Co1f1,N_R N_R,Co1f1 Cl,Co1f1 Co1f1,Ca3f2 O_2,Zn2f2 O_2,C_3 N_R,N_R H_,Mn6+3 O_2,Mn6+3 N_R,Cd8f4 Cl,Cd8f4 N_R,Cd8f4 O_2,Cd8f4 N_3,Cd8f4 Cd3f2,O_2 Cd3f2,O_2 C_2,N_R Cd3f2,H_ N_3,Zn3f2 O_2,Zn3f2 N_3,Zn3f2 N_R,N_3 C_R,C_R N_2,N_2 N_2,Zr8f4 O_3_f,C_3 S_3,S_3 S_3,F_ F_,C_R S_3,C_R F_,O_2 Pb4f2,Pb4f2 O_3_f,Co1f1 O_2,Co1f1 I_,I_ C_3,Mn8f4 O_2,Mn8f4 C_R,Mn8f4 N_R,O_2 C_1,N_R C_1,C_1 C_1,O_2 Zn4+2,Zn4+2 N_R,Co6+3 O_2,Co6+3 N_R,C_R C_1,Cu3f2 N_R,Cu3f2 O_2,Zn4+2 O_3,Zn4+2 C_R,O_R Zn2f2,O_R N_3,O_3 C_R,O_3 N_3,O_3 C_3,N_3 Zn2f2,H_ H_,C_R Zn2f2,Zn2f2 Zn2f2,O_2 N_1,Zn2f2 N_R,Zn2f2 O_3,Zn4+2 Zn4+2,O_R Zn4+2,O_3 H_,C_3 Zn2f2,Zn4+2 O_3_f,Zn4+2 N_3,Zn4+2 Zn2f2,Zn2f2 O_3_f,S_3 O_2,S_3 O_3,O_2 O_2,O_R O_R,N_3 N_3,O_R Zn3f2,O_3 Zn3f2,H_ O_R,H_ Zn3f2,C_R Ho8f4,O_R Ho8f4,O_R O_3,Ho8f4 O_3,Ho8f4 Ho8f4,O_3 O_3,Cu2f2 O_2,C_3 P_3+q,Cu4+2 N_R,Cu4+2 O_3,O_3 P_3+q,O_2 P_3+q,Sm8f4 O_2,Sm8f4 O_R,Sm8f4 Sm8f4,Sm8f4 C_R,Cu3f2 Cu3f2,Cd8f4 O_3,C_3 Zn4+2,H_ Zn4+2,Co1f1 F_,Co1f1 O_3,U_8f4 U_8f4,U_8f4 O_2,U_8f4 O_R,U_8f4 O_3,U_8f4 P_3+q,Cu4+2 O_2,Cu3f2 O_3,P_3+q C_R,Ag4f2 O_2,Ag4f2 Ag4f2,Ag1f1 S_3,Eu8f4 O_3,N_R C_2,O_3 C_2,Mn3f2 N_R,Mn3f2 O_2,Co3+2 N_R,Co3+2 O_2,Zn1f1 O_3,Fe4+2 N_R,Fe4+2 Cl,O_R O_2,N_3 N_2,S_R C_R,Ti4+2 O_2,Cl O_2,Cl Zn4+2,Zn4+2 Br,Sr8f4 O_2,N_2 C_2,Co1f1 O_R,Co1f1 N_3,Co1f1 C_R,N_3 Co6+3,N_3 Co4+2,C_3 Co6+3,H_ Co6+3,C_3 Co4+2,H_ Co4+2,Co4+2 Co6+3,Co1f1 N_1,Co1f1 C_3,H_ Co1f1,Co1f1 N_2,C_3 Co3+2,N_3 Co3+2,Co3+2 Co1f1,Ni4+2 O_3,Mn8f4 Mn8f4,Gd8f4 O_R,Gd8f4 C_R,Co4+2 F_,Co4+2 O_3,C_3 C_1,C_1 N_1,Er8f4 O_R,Cu2f2 N_R,Zr8f4 O_3,Zr8f4 O_R,Zr8f4 Zr8f4,Zr8f4 C_R,Zn3f2 O_3_f,Ce8f4 O_R,Ce8f4 O_2,Ce8f4 Ce8f4,O_2 C_3,Al6+3 O_2,Cd3f2 N_1,S_3 C_2,S_3 Cd8f4,C_3 Cd8f4,C_R Cd8f4,O_R Cd8f4,H_ Cd8f4,C_R N_1,Eu8f4 Cl,Cu1f1 N_3,Cu3f2 N_3,Al3f2 O_2,Al3f2 O_3,Al3f2 O_2_z,Al3f2 Al3f2,O_R Al3f2,C_1 Al3f2,C_R Al3f2,Mg6f3 O_2,O_3 O_2,C_R Cl,H_ Cl,O_R Cl,Cl Cl,Cu4+2 Cu4+2,La8f4 O_R,La8f4 O_2,La8f4 C_R,La8f4 La8f4,La8f4 C_3,Mn6+3 O_3,C_3 Zn3f2,H_ Zn2f2,I_ Mo8f4,Mo8f4 Mo8f4,Mo8f4 O_3,N_3 O_2,Mg3+2 O_2,Mg3+2 O_3,N_R O_R,Mn4+2 O_2,C_3 N_2,Co6+3 O_2_z,C_1 C_2,Co4+2 O_2,Ni4+2 F_,F_ Al6+3,Fe6+3 F_,Co4+2 Co4+2,O_2 Zn1f1,Ag1f1 N_R,B_2 F_,Ag2f2 N_R,Ag2f2 N_3,Nb8f4 F_,Eu8f4 C_3,Eu8f4 H_,Tb8f4 C_3,Tb8f4 H_,C_R W_8f4,H_ W_8f4,C_3 W_8f4,N_3 Cu4+2,N_3 W_8f4,O_3_f Si3,O_3_f W_8f4,O_R W_8f4,O_R Cu4+2,O_2_z Cu3f2,O_2_z W_8f4,O_3 W_8f4,W_8f4 W_8f4,Si3 C_3,In6f3 O_2,H_ F_,Er8f4 N_R,N_R Yb8f4,O_R Yb8f4,N_2 N_R,Mn6+3 N_3,Mn6+3 Cl,Mn6+3 N_1,C_3 Mn8f4,N_3 Mn8f4,Cu3f2 Cu4+2,Co1f1 O_2_z,Zn4+2 F_,Mn8f4 O_3_f,Mn8f4 Mn6+3,Mn6+3 O_3_f,Mn6+3 Mn6+3,Zn3f2 Zn3f2,Zn3f2 Zn2f2,F_ Cu3f2,F_ O_2,Cu3f2 O_R,In8f4 O_2,Tb8f4 N_3,Tb8f4 O_3,Cl Cu4+2,O_2 W_8f4,Sc6+3 O_3,Sc6+3 O_2,Sc6+3 Sc6+3,Sc6+3 H_,S_R S_R,O_R Sc6+3,C_3 V_3f2,O_2 V_3f2,O_3 V_3f2,P_3+q V_3f2,V_3f2 V_3f2,H_ Gd8f4,C_3 Gd8f4,N_3 Gd8f4,Gd8f4 O_3,Gd8f4 O_2,Gd8f4 Gd8f4,N_2 Co6+3,S_R N_R,Cu4+2 O_2_z,Co4+2 N_R,P_3+q C_2,Cd3f2 O_3,Cu3f2 O_3_f,Cu4+2 O_3_f,Zn1f1 F_,F_ Si3,Mn4+2 Cl,Mn4+2 N_R,Co1f1 O_3_f,Co6+3 O_3_f,Mn8f4 N_1,H_ Mn8f4,N_R O_2,Co1f1 Co6+3,Co6+3 O_3,Re6f3 O_2,Re6f3 O_3,Re6f3 C_1,Re6f3 C_3,Re6f3 C_R,Re6f3 C_2,Re6f3 O_R,Re6f3 Re6f3,P_3+q P_3+q,O_R C_2,C_2 Cl,Co6+3 Co6+3,Ag1f1 N_3,Cd8f4 Cd8f4,Cr6f3 O_2,Zn3f2 O_2_z,N_3 C_1,C_1 N_2,Cd8f4 Br,Cu3f2 N_2,Cu3f2 C_3,Cu3f2 C_R,H_ N_2,Ag4f2 Ag3f2,Ag4f2 C_3,Ag4f2 Cl,Ag4f2 C_2,Ag3f2 Cl,Ag3f2 C_3,Y_8f4 Y_8f4,Y_8f4 O_2_z,Y_8f4 O_2,Bi3+3 O_2,Fe6+3 C_1,Ni4+2 N_2,Cu3f2 H_,Cd8f4 O_3_f,Cd3f2 O_3_f,Co3+2 O_3_f,Zn4+2 N_2,Zn4+2 N_1,Zn4+2 Zn3f2,Zn3f2 N_2,Ag3f2 O_2,Ag3f2 N_R,Sr8f4 Sr8f4,Ba3f2 Ba3f2,Ba3f2 O_2,Ba3f2 C_R,Mo8f4 O_2,C_2 Se3+2,Se3+2 C_3,Se3+2 Se3+2,I_ I_,I_ Cu2f2,V_6+3 O_2,La8f4 O_3,Zn3f2 Cl,Cl Cu3f2,Cu1f1 O_2,H_ Ca3f2,C_R Ca3f2,Cd4f2 N_R,Dy8f4 O_2,Dy8f4 O_R,Dy8f4 C_R,Dy8f4 Dy8f4,Y_8f4 C_R,Er8f4 O_2,Er8f4 C_R,Er8f4 Er8f4,Nd8f4 O_2,Nd8f4 Nd8f4,Nd8f4 O_R,Nd8f4 C_R,Ca3f2 O_3_f,Cu3f2 S_3,Cu4+2 S_3,S_3 Cu2f2,O_3 Cu2f2,Cu4+2 Cu2f2,O_3 Ti4+2,Ti4+2 Ti4+2,P_3+q C_1,C_R Co4+2,Co4+2 O_R,C_R Si3,Ni4+2 Ni4+2,Mn6+3 C_R,F_ C_2,Cl Zn2f2,C_3 Fe4+2,Th6+4 O_R,Th6+4 O_2,Th6+4 Th6+4,Mn4+2 N_3,Ca3f2 P_3+q,Ca3f2 Ca3f2,Ca3f2 O_3,Mo8f4 O_2_z,Mo8f4 Zn4+2,Zn2f2 O_2_z,P_3+q Mo8f4,P_3+q N_3,P_3+q H_,O_2_z Zn4+2,Mo8f4 C_3,Mo8f4 N_3,Mo8f4 H_,Al6+3 O_2_z,Br C_R,Zn2f2 N_1,U_8f4 C_R,Cu3f2 I_,In6f3 Cl,In6f3 N_R,In6f3 N_3,In6f3 N_2,Cl C_3,N_3 In3f2,C_3 In3f2,Co3+2 O_3,H_ Cu4+2,Fe4+2 O_2_z,Fe4+2 O_2,Fe4+2 Fe4+2,Cd4f2 O_2,Pb4f2 Pb4f2,Pb4f2 H_,Mg6f3 O_3,Ni4+2 O_3_f,Mn8f4 Cl,Eu8f4 N_3,S_3 C_1,C_2 N_1,Mg6f3 Mg6f3,La8f4 N_R,O_2_z Co3+2,O_2_z Co4+2,O_R Co6+3,Co4+2 Co1f1,Br Br,Br C_3,Cd3f2 I_,S_3 H_,C_3 B_2,H_ B_2,B_2 B_2,In3f2 N_R,In3f2 O_2,Co4+2 Br,Mn6+3 O_R,Mn4+2 O_R,S_2 S_2,Cu1f1 N_R,Ni4+2 O_2_z,Cu2f2 N_3,Mg6f3 N_R,N_R N_3,Cd8f4 N_2,C_3 Ca3f2,O_R Ca3f2,Fe6+3 O_2,Fe6+3 O_3,O_3 N_R,Cd8f4 N_1,Ag2f2 O_2,Ag2f2 O_3,C_R Co6+3,W_8f4 Cu3f2,W_8f4 Cu4+2,W_8f4 S_3,Pr8f4 Pr8f4,Pr8f4 O_2,Pr8f4 O_R,Pr8f4 C_R,Mn3f2 O_3,Mn3f2 Mn3f2,Zn3f2 N_1,N_3 Zn1f1,O_2 Si3,Cr6f3 O_2_z,Zn2f2 F_,O_3 F_,O_R F_,N_3 Cd3f2,Cd3f2 O_R,O_2_z Sc6+3,Cu2f2 Cl,C_3 Cd3f2,Cr6f3 Ho8f4,O_2 Ho8f4,Cr4+2 O_2,Cr4+2 O_2_z,Cr6f3 F_,Sr8f4 C_R,La8f4 V_3f2,Mn8f4 V_3f2,V_3f2 O_2_z,Ce8f4 V_3f2,Ce8f4 O_3,In6f3 O_2_z,Fe6+3 O_2_z,Fe6+3 N_R,S_3 N_3,In8f4 O_3,In8f4 O_R,In8f4 C_R,In8f4 H_,N_3 Ag4f2,Ag4f2 O_R,Ag4f2 In8f4,Cu3f2 N_1,Eu8f4 Zn2f2,N_3 Cl,Cl O_3,La8f4 W_8f4,W_8f4 Ce8f4,Ce8f4 C_R,W_8f4 Pr8f4,O_3 Pr8f4,Cu1f1 Cl,C_3 Zn1f1,In8f4 O_2_z,C_1 H_,O_R C_1,O_3 C_1,In6f3 O_3,Cu4+2 I_,P_3+q Pd6f3,Cl Pd6f3,Pd6f3 C_3,Pd6f3 H_,C_R Zn3f2,Mg6f3 O_R,Mg6f3 N_2,Mg6f3 N_3,Mg6f3 C_3,Mg6f3 C_R,C_1 Mg6f3,Mn8f4 O_R,Mn8f4 N_2,Ag3f2 I_,Ag4f2 I_,I_ S_3,I_ H_,Ag3f2 Ag3f2,Cu3f2 Sr8f4,Sr8f4 O_2_z,Hf8f4 Hf8f4,Hf8f4 O_2_z,Hf8f4 O_2,Zn1f1 Cl,S_3 Zn3f2,Ir6+3 C_R,Ir6+3 N_R,O_2 Cd1f1,Ni4+2 C_3,Ni4+2 C_R,Dy8f4 O_3,Dy8f4 N_3,Dy8f4 C_3,Dy8f4 H_,La8f4 P_3+q,Zr8f4 H_,Cu4+2 F_,H_ Mg6f3,Fe6+3 Fe4+2,Fe4+2 O_3,O_3 Mn4+2,Ba3f2 N_R,O_3 Ba3f2,Ba3f2 P_3+q,N_3 N_1,Mo3f2 O_2,Cr6f3 N_R,Cr6f3 Cr6f3,N_R Zn1f1,Cr4+2 Cr4+2,B_2 N_3,H_ Ag4f2,P_3+q F_,Nd8f4 N_R
MOF1,0.0,0.0,0.0,0.0,0.025644541719573376,0.0,0.002849393524397042,0.005698787048794084,0.0,0.0,0.0,0.0,0.0,0.0,0.005698787048794084,0.025644541719573376,0.0,0.002849393524397042,0.0,0.0,0.002849393524397042,0.048439689914749715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945754670779293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022795148195176335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005698787048794084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002849393524397042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005698787048794084,0.022795148195176335,0.019945754670779293,0.005698787048794084,0.002849393524397042,0.002849393524397042,0.002849393524397042,0.005698787048794084,0.002849393524397042,0.002849393524397042,0.005698787048794084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF3,0.013188576494659541,0.0,0.01978286474198931,0.006594288247329771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023080008865654197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021980960824432567,0.0,0.0043961921648865135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032971441236648853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
