,L_MolWt,L_HeavyAtomMolWt,L_ExactMolWt,L_MaxEStateIndex,L_MinEStateIndex,L_MaxAbsEStateIndex,L_MinAbsEStateIndex,L_NumValenceElectrons,L_NumRadicalElectrons,L_MaxPartialCharge,L_MinPartialCharge,L_MaxAbsPartialCharge,L_MinAbsPartialCharge,L_FpDensityMorgan1,L_FpDensityMorgan2,L_FpDensityMorgan3,L_BCUT2D_MWHI,L_BCUT2D_MWLOW,L_BCUT2D_CHGHI,L_BCUT2D_CHGLO,L_BCUT2D_LOGPHI,L_BCUT2D_LOGPLOW,L_BCUT2D_MRHI,L_BCUT2D_MRLOW,L_BalabanJ,L_BertzCT,L_Chi0,L_Chi0n,L_Chi0v,L_Chi1,L_Chi1n,L_Chi1v,L_Chi2n,L_Chi2v,L_Chi3n,L_Chi3v,L_Chi4n,L_Chi4v,L_HallKierAlpha,L_Ipc,L_Kappa1,L_Kappa2,L_Kappa3,L_LabuteASA,L_PEOE_VSA1,L_PEOE_VSA10,L_PEOE_VSA11,L_PEOE_VSA12,L_PEOE_VSA13,L_PEOE_VSA14,L_PEOE_VSA2,L_PEOE_VSA3,L_PEOE_VSA4,L_PEOE_VSA5,L_PEOE_VSA6,L_PEOE_VSA7,L_PEOE_VSA8,L_PEOE_VSA9,L_SMR_VSA1,L_SMR_VSA10,L_SMR_VSA2,L_SMR_VSA3,L_SMR_VSA4,L_SMR_VSA5,L_SMR_VSA6,L_SMR_VSA7,L_SMR_VSA9,L_SlogP_VSA1,L_SlogP_VSA10,L_SlogP_VSA12,L_SlogP_VSA2,L_SlogP_VSA3,L_SlogP_VSA4,L_SlogP_VSA5,L_SlogP_VSA6,L_SlogP_VSA7,L_SlogP_VSA8,L_TPSA,L_EState_VSA1,L_EState_VSA10,L_EState_VSA11,L_EState_VSA2,L_EState_VSA3,L_EState_VSA4,L_EState_VSA5,L_EState_VSA6,L_EState_VSA7,L_EState_VSA8,L_EState_VSA9,L_VSA_EState1,L_VSA_EState10,L_VSA_EState2,L_VSA_EState3,L_VSA_EState4,L_VSA_EState5,L_VSA_EState6,L_VSA_EState7,L_VSA_EState8,L_VSA_EState9,L_FractionCSP3,L_HeavyAtomCount,L_NHOHCount,L_NOCount,L_NumAliphaticCarbocycles,L_NumAliphaticHeterocycles,L_NumAliphaticRings,L_NumAromaticCarbocycles,L_NumAromaticHeterocycles,L_NumAromaticRings,L_NumHAcceptors,L_NumHDonors,L_NumHeteroatoms,L_NumRotatableBonds,L_NumSaturatedCarbocycles,L_NumSaturatedHeterocycles,L_NumSaturatedRings,L_RingCount,L_MolLogP,L_MolMR,L_fr_Al_COO,L_fr_Al_OH,L_fr_Al_OH_noTert,L_fr_ArN,L_fr_Ar_COO,L_fr_Ar_N,L_fr_Ar_NH,L_fr_Ar_OH,L_fr_COO,L_fr_COO2,L_fr_C_O,L_fr_C_O_noCOO,L_fr_C_S,L_fr_Imine,L_fr_NH0,L_fr_NH1,L_fr_NH2,L_fr_N_O,L_fr_Ndealkylation1,L_fr_Ndealkylation2,L_fr_Nhpyrrole,L_fr_SH,L_fr_aldehyde,L_fr_alkyl_halide,L_fr_allylic_oxid,L_fr_amide,L_fr_amidine,L_fr_aniline,L_fr_aryl_methyl,L_fr_azo,L_fr_bicyclic,L_fr_dihydropyridine,L_fr_epoxide,L_fr_ester,L_fr_ether,L_fr_guanido,L_fr_halogen,L_fr_hdrzine,L_fr_hdrzone,L_fr_imide,L_fr_ketone,L_fr_ketone_Topliss,L_fr_lactone,L_fr_methoxy,L_fr_nitrile,L_fr_nitro,L_fr_nitroso,L_fr_piperdine,L_fr_piperzine,L_fr_quatN,L_fr_sulfide,L_fr_sulfone,L_fr_unbrch_alkane,L_fr_urea,L_linkermetalratio,L_Contiguous_Rotable_Bonds,G_catenation
MOF212,164.116,160.08399999999997,164.01205576782,10.547362055933483,-1.9010204081632656,10.547362055933483,0.9720370370370365,62.0,0.0,0.07148182559135696,-0.5448151129346132,0.5448151129346132,0.07148182559135696,1.0833333333333333,1.4166666666666667,1.6666666666666667,13.906117728499844,-0.09034282998709535,0.8149541771449238,-2.26588114651328,0.8040729182761667,-2.313689898800507,4.016966740662732,-0.4046493430959113,3.7667964233064795,423.29705704391523,12.618802153517008,9.632993161855453,5.6329931618554525,7.285468820183674,4.816496580927726,2.8164965809277263,1.8249149571305299,1.8249149571305299,1.0332482904638631,1.0332482904638631,0.5166241452319316,0.5166241452319316,-1.8399999999999999,2268.422146032566,4.25165629289157,3.0419304797471987,1.6018929516714049,73.69268105344098,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,11.126902983393991,0.0,17.421644800584577,25.28516338250593,11.9386105759037,0.0,0.0,0.0,0.0,0.0,35.29657781404717,0.0,10.213054789681411,0.0,0.0,11.9386105759037,0.0,11.126902983393991,15.072108592824522,24.16967483065318,0.0,0.0,80.25999999999999,47.23518838995087,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,28.778518518518514,0.0,21.094724111866967,21.094724111866967,-1.944444444444444,-3.8020408163265302,-3.8881481481481472,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,-1.69582,34.571,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
MOF213,194.09799999999998,192.08199999999997,193.98623494382,11.150185185185185,-2.106020408163266,11.150185185185185,1.319259259259259,72.0,2.0,0.18809916156616724,-0.54466329306409,0.54466329306409,0.18809916156616724,1.1428571428571428,1.7142857142857142,2.142857142857143,16.25969999203086,-0.08344486652952343,1.5746509643312778,-2.2028593666517335,1.700887685642928,-2.2856928821212366,5.022627165741036,-0.32846182649369654,3.76679642330648,421.7872820395883,12.618802153517008,8.449489742783179,6.449489742783179,7.285468820183671,4.224744871391589,3.2247448713915894,2.233163247594393,2.233163247594393,1.3394345083117605,1.3394345083117605,0.7530505874892136,0.7530505874892136,-2.24,2268.422146032566,7.191094510546242,3.2495706517328147,1.581758758650519,80.4712075574974,19.802129157825057,0.0,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.08483741532659,11.126902983393991,14.680127688244138,32.756701059846904,11.938610575903699,0.0,0.0,0.0,0.0,0.0,34.71076406528839,0.0,10.213054789681411,0.0,0.0,11.938610575903699,10.213054789681411,22.6259266499618,12.330591480484083,12.08483741532659,0.0,0.0,120.06,46.64937464119209,30.01518394750646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415171123404405,13.979259259259258,0.0,20.823613000755856,43.12398337112622,-2.638888888888888,-7.316114890400605,-2.6385185185185183,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,-2.3330399999999996,33.616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
MOF214,194.09799999999998,192.08199999999997,193.98623494382,11.150185185185185,-2.106020408163266,11.150185185185185,1.319259259259259,72.0,2.0,0.18809916156616724,-0.54466329306409,0.54466329306409,0.18809916156616724,1.1428571428571428,1.7142857142857142,2.142857142857143,16.25969999203086,-0.08344486652952343,1.5746509643312778,-2.2028593666517335,1.700887685642928,-2.2856928821212366,5.022627165741036,-0.32846182649369654,3.76679642330648,421.7872820395883,12.618802153517008,8.449489742783179,6.449489742783179,7.285468820183671,4.224744871391589,3.2247448713915894,2.233163247594393,2.233163247594393,1.3394345083117605,1.3394345083117605,0.7530505874892136,0.7530505874892136,-2.24,2268.422146032566,7.191094510546242,3.2495706517328147,1.581758758650519,80.4712075574974,19.802129157825057,0.0,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.08483741532659,11.126902983393991,14.680127688244138,32.756701059846904,11.938610575903699,0.0,0.0,0.0,0.0,0.0,34.71076406528839,0.0,10.213054789681411,0.0,0.0,11.938610575903699,10.213054789681411,22.6259266499618,12.330591480484083,12.08483741532659,0.0,0.0,120.06,46.64937464119209,30.01518394750646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415171123404405,13.979259259259258,0.0,20.823613000755856,43.12398337112622,-2.638888888888888,-7.316114890400605,-2.6385185185185183,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,-2.3330399999999996,33.616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
MOF215,164.116,160.08399999999997,164.01205576782,10.547362055933483,-1.9010204081632656,10.547362055933483,0.9720370370370366,62.0,0.0,0.07148182559135696,-0.5448151129346132,0.5448151129346132,0.07148182559135696,1.0833333333333333,1.4166666666666667,1.6666666666666667,13.906117728499844,-0.09034282998709534,0.8149541771449238,-2.26588114651328,0.8040729182761667,-2.313689898800507,4.016966740662732,-0.4046493430959113,3.76679642330648,423.29705704391523,12.618802153517008,9.632993161855453,5.6329931618554525,7.285468820183674,4.816496580927726,2.8164965809277263,1.8249149571305299,1.8249149571305299,1.0332482904638631,1.0332482904638631,0.5166241452319316,0.5166241452319316,-1.8399999999999999,2268.422146032566,4.25165629289157,3.0419304797471987,1.6018929516714049,73.69268105344098,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,11.126902983393991,0.0,17.421644800584577,25.285163382505935,11.938610575903699,0.0,0.0,0.0,0.0,0.0,35.29657781404717,0.0,10.213054789681411,0.0,0.0,11.938610575903699,0.0,11.126902983393991,15.072108592824522,24.16967483065318,0.0,0.0,80.25999999999999,47.23518838995086,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,28.778518518518517,0.0,21.094724111866967,21.094724111866967,-1.9444444444444442,-3.8020408163265307,-3.8881481481481472,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,-1.69582,34.571,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
MOF216,194.09799999999998,192.08199999999997,193.98623494382,11.150185185185185,-2.106020408163266,11.150185185185185,1.319259259259259,72.0,2.0,0.18809916156616724,-0.54466329306409,0.54466329306409,0.18809916156616724,1.1428571428571428,1.7142857142857142,2.142857142857143,16.25969999203086,-0.08344486652952343,1.5746509643312778,-2.2028593666517335,1.700887685642928,-2.2856928821212366,5.022627165741036,-0.32846182649369654,3.76679642330648,421.7872820395883,12.618802153517008,8.449489742783179,6.449489742783179,7.285468820183671,4.224744871391589,3.2247448713915894,2.233163247594393,2.233163247594393,1.3394345083117605,1.3394345083117605,0.7530505874892136,0.7530505874892136,-2.24,2268.422146032566,7.191094510546242,3.2495706517328147,1.581758758650519,80.4712075574974,19.802129157825057,0.0,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.08483741532659,11.126902983393991,14.680127688244138,32.756701059846904,11.938610575903699,0.0,0.0,0.0,0.0,0.0,34.71076406528839,0.0,10.213054789681411,0.0,0.0,11.938610575903699,10.213054789681411,22.6259266499618,12.330591480484083,12.08483741532659,0.0,0.0,120.06,46.64937464119209,30.01518394750646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415171123404405,13.979259259259258,0.0,20.823613000755856,43.12398337112622,-2.638888888888888,-7.316114890400605,-2.6385185185185183,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,-2.3330399999999996,33.616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
MOF217,194.09799999999998,192.08199999999997,193.98623494382,11.150185185185185,-2.106020408163266,11.150185185185185,1.319259259259259,72.0,2.0,0.18809916156616724,-0.54466329306409,0.54466329306409,0.18809916156616724,1.1428571428571428,1.7142857142857142,2.142857142857143,16.25969999203086,-0.08344486652952343,1.5746509643312778,-2.2028593666517335,1.700887685642928,-2.2856928821212366,5.022627165741036,-0.32846182649369654,3.76679642330648,421.7872820395883,12.618802153517008,8.449489742783179,6.449489742783179,7.285468820183671,4.224744871391589,3.2247448713915894,2.233163247594393,2.233163247594393,1.3394345083117605,1.3394345083117605,0.7530505874892136,0.7530505874892136,-2.24,2268.422146032566,7.191094510546242,3.2495706517328147,1.581758758650519,80.4712075574974,19.802129157825057,0.0,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.08483741532659,11.126902983393991,14.680127688244138,32.756701059846904,11.938610575903699,0.0,0.0,0.0,0.0,0.0,34.71076406528839,0.0,10.213054789681411,0.0,0.0,11.938610575903699,10.213054789681411,22.6259266499618,12.330591480484083,12.08483741532659,0.0,0.0,120.06,46.64937464119209,30.01518394750646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415171123404405,13.979259259259258,0.0,20.823613000755856,43.12398337112622,-2.638888888888888,-7.316114890400605,-2.6385185185185183,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,-2.3330399999999996,33.616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
MOF218,123.11099999999995,118.07099999999997,123.0320284,10.91537037037037,-1.2320370370370368,10.91537037037037,0.5787037037037035,46.0,0.0,0.33529227405888085,-0.4776379188124248,0.4776379188124248,0.33529227405888085,2.0,2.888888888888889,3.6666666666666665,12.106926512979378,-0.09030281385694192,0.5147241725073924,-2.1739695457305395,0.5383419553149618,-2.1596715431328026,2.2564645656530096,-0.7356061245747347,3.4677655108633685,368.04852059217495,10.87831517751085,9.263710176427683,4.263710176427684,6.485269665192934,4.513710176427685,2.105461885963821,1.2478676751902331,1.2478676751902331,0.6777309429819105,0.6777309429819105,0.3289680206471974,0.3289680206471974,-1.3800000000000001,1105.5243295647779,2.0967769821755526,2.2593342006647625,1.2528322001979002,59.08327182604617,5.1088081911072125,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,0.0,0.0,12.08483741532659,12.345790421629522,11.046485716377875,15.386379599859913,5.969305287951849,1.4311996572326342,4.9839785209472085,0.0,0.0,0.0,29.994079328653108,0.0,0.0,0.0,0.0,16.06209200000627,0.0,5.563451491696996,10.277571408752703,24.430627836956113,0.0,1.4311996572326342,50.19,35.963384616604955,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.092786712054421,6.914233881913515,34.97026077097505,0.0,14.154739229024944,3.584537037037037,-0.5787037037037035,-1.2320370370370368,-1.216203703703703,-1.182592592592592,0.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.72509,30.93029999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,2.0,0.0
MOF219,123.11099999999995,118.07099999999997,123.0320284,10.91537037037037,-1.2320370370370368,10.91537037037037,0.5787037037037035,46.0,0.0,0.33529227405888085,-0.4776379188124248,0.4776379188124248,0.33529227405888085,2.0,2.888888888888889,3.6666666666666665,12.106926512979378,-0.09030281385694192,0.5147241725073924,-2.1739695457305395,0.5383419553149618,-2.1596715431328026,2.2564645656530096,-0.7356061245747347,3.4677655108633685,368.04852059217495,10.87831517751085,9.263710176427683,4.263710176427684,6.485269665192934,4.513710176427685,2.105461885963821,1.2478676751902331,1.2478676751902331,0.6777309429819105,0.6777309429819105,0.3289680206471974,0.3289680206471974,-1.3800000000000001,1105.5243295647779,2.0967769821755526,2.2593342006647625,1.2528322001979002,59.08327182604617,5.1088081911072125,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,0.0,0.0,12.08483741532659,12.345790421629522,11.046485716377875,15.386379599859913,5.969305287951849,1.4311996572326342,4.9839785209472085,0.0,0.0,0.0,29.994079328653108,0.0,0.0,0.0,0.0,16.06209200000627,0.0,5.563451491696996,10.277571408752703,24.430627836956113,0.0,1.4311996572326342,50.19,35.963384616604955,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.092786712054421,6.914233881913515,34.97026077097505,0.0,14.154739229024944,3.584537037037037,-0.5787037037037035,-1.2320370370370368,-1.216203703703703,-1.182592592592592,0.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.72509,30.93029999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0
MOF220,194.09799999999998,192.08199999999997,193.98623494382,11.150185185185185,-2.106020408163266,11.150185185185185,1.319259259259259,72.0,2.0,0.18809916156616724,-0.54466329306409,0.54466329306409,0.18809916156616724,1.1428571428571428,1.7142857142857142,2.142857142857143,16.25969999203086,-0.08344486652952343,1.5746509643312778,-2.2028593666517335,1.700887685642928,-2.2856928821212366,5.022627165741036,-0.32846182649369654,3.76679642330648,421.7872820395883,12.618802153517008,8.449489742783179,6.449489742783179,7.285468820183671,4.224744871391589,3.2247448713915894,2.233163247594393,2.233163247594393,1.3394345083117605,1.3394345083117605,0.7530505874892136,0.7530505874892136,-2.24,2268.422146032566,7.191094510546242,3.2495706517328147,1.581758758650519,80.4712075574974,19.802129157825057,0.0,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.08483741532659,11.126902983393991,14.680127688244138,32.756701059846904,11.938610575903699,0.0,0.0,0.0,0.0,0.0,34.71076406528839,0.0,10.213054789681411,0.0,0.0,11.938610575903699,10.213054789681411,22.6259266499618,12.330591480484083,12.08483741532659,0.0,0.0,120.06,46.64937464119209,30.01518394750646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415171123404405,13.979259259259258,0.0,20.823613000755856,43.12398337112622,-2.638888888888888,-7.316114890400605,-2.6385185185185183,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,-2.3330399999999996,33.616,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
MOF221,468.260666666667,457.5086666666669,468.03410594133334,10.020628306878306,-3.0472067901234574,10.020628306878306,0.16666666666666666,174.0,18.0,0.3200843221581838,-0.3782237341231099,0.3782237341231099,0.3200843221581838,0.40925925925925927,0.5611111111111111,0.7462962962962963,11.622510551975294,6.363633230104157,1.9870680589547687,-2.567591343834149,1.5817373664073038,-2.749685437643688,3.737631280239175,-0.7268154914370045,1.2321973908830741e-07,789.044508741826,33.43598105368016,25.45992544585126,14.793258779184592,19.185733161917536,12.462136401970076,7.128803068636741,4.88819394739787,4.88819394739787,3.3907397595858444,3.3907397595858444,2.268463286027378,2.268463286027378,-1.3733333333333337,343752063.5901599,22.4073718608886,13.947968131923323,7.984001436443738,198.79292344112756,27.77201613214555,0.0,0.0,0.0,0.0,40.18222480605825,0.0,13.201419438550039,0.0,0.0,33.98893280709003,0.0,46.596592667788904,35.83589804328187,54.42709248139343,8.629627819621952,0.0,31.97516806863987,0.0,41.374166476934484,0.0,61.171029048324876,0.0,31.97516806863987,0.0,0.0,16.014861489466412,39.805667882244414,61.171029048324876,48.610357406239,0.0,0.0,0.0,273.3066666666667,86.44763266984721,27.77201613214555,0.0,19.698693011940936,0.0,0.0,0.0,0.0,0.0,26.604248443694377,37.054493637286555,81.53333333333337,0.0,31.30349206349206,68.14697089947092,-3.4027469135802466,0.0,-2.8874074074074065,-21.533333333333342,10.506358024691359,0.0,0.4444444444444444,32.666666666666664,0.0,19.333333333333332,2.0,2.6666666666666665,4.666666666666667,0.0,0.0,0.0,17.333333333333332,0.0,19.333333333333332,0.0,2.0,2.6666666666666665,4.666666666666667,4.666666666666667,-1.5169866666666645,90.61600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,6.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
MOF222,164.116,160.08399999999997,164.01205576782,10.547362055933483,-1.9010204081632656,10.547362055933483,0.9720370370370366,62.0,0.0,0.07148182559135696,-0.5448151129346132,0.5448151129346132,0.07148182559135696,1.0833333333333333,1.4166666666666667,1.6666666666666667,13.906117728499844,-0.09034282998709534,0.8149541771449238,-2.26588114651328,0.8040729182761667,-2.313689898800507,4.016966740662732,-0.4046493430959113,3.76679642330648,423.29705704391523,12.618802153517008,9.632993161855453,5.6329931618554525,7.285468820183674,4.816496580927726,2.8164965809277263,1.8249149571305299,1.8249149571305299,1.0332482904638631,1.0332482904638631,0.5166241452319316,0.5166241452319316,-1.8399999999999999,2268.422146032566,4.25165629289157,3.0419304797471987,1.6018929516714049,73.69268105344098,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,11.126902983393991,0.0,17.421644800584577,25.285163382505935,11.938610575903699,0.0,0.0,0.0,0.0,0.0,35.29657781404717,0.0,10.213054789681411,0.0,0.0,11.938610575903699,0.0,11.126902983393991,15.072108592824522,24.16967483065318,0.0,0.0,80.25999999999999,47.23518838995086,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,28.778518518518517,0.0,21.094724111866967,21.094724111866967,-1.9444444444444442,-3.8020408163265307,-3.8881481481481472,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,-1.69582,34.571,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
